age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
40,services,married,secondary,no,108600,yes,yes,unknown,13,may,23.6,1,-1,0,unknown,no
63,technician,married,secondary,no,48650,no,no,cellular,25,feb,5.8,1,388,1,success,yes
42,services,married,secondary,no,52400,yes,no,unknown,15,may,1.4,1,-1,0,unknown,no
41,management,single,secondary,no,45550,no,no,cellular,6,aug,5.4,2,-1,0,unknown,no
38,blue-collar,married,primary,no,-42700,yes,no,unknown,2,jun,3.7,4,-1,0,unknown,no
39,services,divorced,secondary,no,107000,yes,no,cellular,16,apr,9.5,1,-1,0,unknown,no
38,admin.,single,secondary,no,-1150,no,no,cellular,20,nov,1.3,2,-1,0,unknown,no
46,technician,married,secondary,no,7950,no,yes,cellular,11,aug,2.8,4,-1,0,unknown,no
38,blue-collar,married,primary,no,-2100,yes,no,cellular,14,may,2.0,1,-1,0,unknown,no
53,self-employed,married,tertiary,no,14500,no,yes,cellular,24,jul,5.6,3,-1,0,unknown,no
49,blue-collar,married,primary,no,182950,yes,no,unknown,7,may,3.2,1,-1,0,unknown,no
49,blue-collar,married,primary,no,18200,no,no,cellular,4,aug,2.7,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,-400,yes,yes,unknown,4,jun,7.7,2,-1,0,unknown,no
32,blue-collar,married,primary,no,-14150,yes,no,cellular,18,may,0.9,2,349,2,other,no
55,self-employed,married,secondary,no,9050,no,no,cellular,4,aug,1.6,1,-1,0,unknown,no
35,blue-collar,married,secondary,yes,-9900,yes,no,unknown,9,may,1.7,2,-1,0,unknown,no
51,entrepreneur,married,tertiary,no,-13350,yes,no,cellular,9,jul,1.2,1,-1,0,unknown,no
37,housemaid,married,primary,no,120500,no,no,cellular,4,aug,5.8,1,-1,0,unknown,no
48,unemployed,single,primary,no,3150,no,no,cellular,30,jul,1.0,4,-1,0,unknown,no
57,admin.,married,secondary,no,100,no,no,telephone,10,jul,2.9,2,-1,0,unknown,no
42,technician,married,tertiary,no,714100,yes,no,cellular,6,aug,11.3,4,-1,0,unknown,yes
44,management,divorced,tertiary,no,20450,yes,no,unknown,19,may,6.1,1,-1,0,unknown,no
28,entrepreneur,single,tertiary,no,17050,no,no,cellular,30,jan,4.5,1,-1,0,unknown,no
46,blue-collar,married,primary,no,50,yes,yes,telephone,10,jul,5.0,7,-1,0,unknown,no
44,retired,married,primary,no,38950,yes,no,unknown,21,may,4.4,3,-1,0,unknown,no
36,technician,single,secondary,no,2700,no,no,cellular,22,may,9.9,1,-1,0,unknown,no
38,services,married,secondary,no,130000,no,no,unknown,5,jun,1.0,2,-1,0,unknown,no
41,unemployed,married,tertiary,no,0,no,no,cellular,30,jan,1.9,1,-1,0,unknown,no
57,housemaid,married,primary,no,34400,no,no,cellular,21,jul,1.6,2,-1,0,unknown,no
52,retired,single,secondary,no,15800,no,no,cellular,12,may,8.2,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,2.3,1,-1,0,unknown,no
41,blue-collar,single,primary,no,0,yes,no,unknown,16,may,9.2,5,-1,0,unknown,no
45,technician,single,tertiary,no,0,yes,no,cellular,18,nov,2.8,2,-1,0,unknown,no
44,self-employed,divorced,secondary,no,400,no,no,cellular,26,jul,7.6,4,-1,0,unknown,yes
30,admin.,divorced,primary,no,51600,yes,no,unknown,29,may,1.4,5,-1,0,unknown,no
30,services,single,secondary,no,28300,no,no,cellular,5,feb,2.3,1,-1,0,unknown,no
33,management,married,secondary,no,17500,yes,no,cellular,13,may,3.9,1,350,2,failure,no
46,services,divorced,secondary,no,113400,yes,no,cellular,13,may,5.2,3,-1,0,unknown,no
28,unemployed,single,secondary,no,173150,no,no,cellular,3,feb,1.6,1,-1,0,unknown,no
31,management,single,tertiary,no,7350,no,no,cellular,9,mar,8.3,1,181,2,success,yes
30,student,single,secondary,no,200,no,no,cellular,4,feb,7.9,2,-1,0,unknown,no
32,management,married,tertiary,no,77200,yes,no,cellular,7,may,4.9,1,-1,0,unknown,no
55,blue-collar,divorced,primary,no,409000,no,no,cellular,14,may,14.7,2,360,1,failure,yes
30,technician,single,secondary,no,0,no,no,cellular,22,aug,1.8,5,-1,0,unknown,no
36,technician,single,secondary,no,61400,yes,no,cellular,14,aug,3.1,2,102,3,success,no
52,blue-collar,married,secondary,no,89850,yes,no,cellular,27,nov,2.0,2,99,1,failure,no
29,management,married,tertiary,no,391600,yes,no,unknown,27,may,5.6,2,-1,0,unknown,no
54,entrepreneur,married,secondary,no,0,no,yes,cellular,15,jul,4.0,4,-1,0,unknown,no
41,admin.,married,tertiary,no,64350,no,no,unknown,16,jun,5.3,1,-1,0,unknown,no
58,management,married,tertiary,no,32850,no,no,cellular,25,aug,6.8,3,-1,0,unknown,no
58,housemaid,married,primary,no,0,no,no,unknown,18,jun,1.1,1,-1,0,unknown,no
39,blue-collar,married,primary,no,230400,yes,no,unknown,16,jun,1.1,1,-1,0,unknown,no
42,technician,married,secondary,no,28500,yes,no,unknown,28,may,6.2,2,-1,0,unknown,no
33,technician,single,secondary,no,450,no,yes,cellular,25,aug,2.9,8,-1,0,unknown,no
57,blue-collar,divorced,secondary,no,89750,yes,no,unknown,19,jun,14.1,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,54350,yes,no,unknown,19,may,2.2,2,-1,0,unknown,no
36,admin.,divorced,secondary,no,43450,yes,no,cellular,14,may,2.2,1,350,1,failure,no
56,services,married,secondary,no,1109800,yes,no,cellular,21,nov,3.7,1,-1,0,unknown,no
42,unemployed,married,secondary,no,17800,yes,no,cellular,7,may,13.6,3,356,2,failure,yes
32,technician,single,secondary,no,28100,yes,no,unknown,30,may,12.5,3,-1,0,unknown,yes
49,services,divorced,secondary,no,36250,no,no,unknown,11,jun,5.1,2,-1,0,unknown,no
48,technician,single,tertiary,no,0,no,no,unknown,16,jun,1.7,4,-1,0,unknown,no
44,services,married,primary,no,127850,yes,no,cellular,14,apr,4.7,1,181,8,success,yes
30,technician,married,tertiary,no,45500,no,no,cellular,14,aug,4.3,2,-1,0,unknown,no
51,management,married,tertiary,no,0,no,no,cellular,22,aug,2.4,2,-1,0,unknown,no
44,self-employed,married,primary,no,30700,no,no,cellular,12,aug,1.9,4,-1,0,unknown,no
32,services,divorced,secondary,no,13200,no,no,cellular,10,jul,1.7,1,-1,0,unknown,no
45,technician,married,tertiary,no,26650,yes,no,unknown,16,jun,6.0,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,153000,yes,no,unknown,15,may,4.7,2,-1,0,unknown,no
82,unknown,divorced,unknown,no,0,no,no,telephone,9,sep,5.1,5,-1,0,unknown,no
33,blue-collar,single,secondary,no,-700,yes,no,cellular,14,may,4.2,2,-1,0,unknown,no
58,services,married,secondary,no,609000,no,no,unknown,16,jun,2.5,5,-1,0,unknown,no
27,services,married,secondary,no,2900,yes,no,cellular,7,may,2.4,1,337,2,other,no
43,technician,married,primary,no,129300,yes,no,cellular,20,apr,6.4,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,27700,yes,no,unknown,28,may,3.5,2,-1,0,unknown,no
55,retired,married,primary,no,-48300,no,yes,cellular,14,may,2.2,1,-1,0,unknown,no
40,entrepreneur,married,secondary,no,14250,no,no,cellular,21,nov,2.7,1,-1,0,unknown,no
69,retired,single,tertiary,no,107200,no,no,cellular,29,jul,7.5,1,184,4,success,yes
37,housemaid,married,secondary,no,14250,no,no,unknown,16,jun,7.2,2,-1,0,unknown,no
54,services,single,secondary,no,24600,no,no,unknown,6,jun,6.0,1,-1,0,unknown,no
33,technician,married,secondary,no,400,no,no,cellular,29,aug,8.2,2,-1,0,unknown,no
36,technician,divorced,secondary,no,97050,no,yes,cellular,13,aug,3.1,4,-1,0,unknown,no
45,technician,divorced,secondary,no,53300,yes,yes,cellular,19,nov,2.6,2,-1,0,unknown,no
33,admin.,single,secondary,no,221800,yes,no,unknown,26,may,1.9,6,-1,0,unknown,no
25,blue-collar,divorced,secondary,no,36000,yes,no,unknown,4,jun,3.1,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,19900,yes,no,unknown,19,may,3.9,1,-1,0,unknown,no
59,management,married,tertiary,no,92850,no,no,cellular,14,aug,2.6,4,-1,0,unknown,no
56,unemployed,married,primary,no,6100,no,no,cellular,4,feb,1.7,2,-1,0,unknown,no
36,management,divorced,tertiary,yes,1000,no,yes,unknown,24,jun,1.5,5,-1,0,unknown,no
33,admin.,single,tertiary,no,31100,yes,no,unknown,20,may,4.6,1,-1,0,unknown,no
47,retired,married,primary,no,-23400,no,yes,unknown,25,jun,5.0,1,-1,0,unknown,no
37,blue-collar,single,primary,no,0,no,no,unknown,5,jun,1.2,1,-1,0,unknown,no
27,blue-collar,married,secondary,no,51400,yes,yes,cellular,14,may,10.2,1,329,1,failure,no
31,self-employed,single,tertiary,no,91000,yes,no,unknown,20,may,1.6,1,-1,0,unknown,no
33,technician,single,secondary,no,66350,yes,no,cellular,2,feb,0.8,7,-1,0,unknown,no
31,unemployed,single,secondary,no,60700,no,no,cellular,4,feb,16.7,1,-1,0,unknown,yes
55,retired,married,secondary,no,63950,yes,no,cellular,13,may,7.9,3,357,8,other,no
35,services,divorced,secondary,no,1750,yes,no,cellular,7,jul,2.7,4,-1,0,unknown,no
27,management,single,secondary,no,46200,yes,no,cellular,3,feb,1.9,1,-1,0,unknown,no
48,admin.,married,secondary,no,46650,no,no,cellular,29,jul,7.9,2,-1,0,unknown,no
53,technician,married,secondary,no,3250,no,no,cellular,17,nov,3.5,1,-1,0,unknown,no
23,technician,single,secondary,no,200,yes,no,cellular,8,may,13.2,1,-1,0,unknown,yes
41,management,married,tertiary,no,39150,yes,no,cellular,14,jul,2.6,3,-1,0,unknown,no
39,management,single,tertiary,no,112900,yes,no,cellular,31,jul,4.8,2,-1,0,unknown,no
48,technician,married,secondary,no,7050,yes,yes,unknown,6,may,7.6,1,-1,0,unknown,no
31,technician,married,secondary,no,97550,yes,no,cellular,21,jul,9.2,2,-1,0,unknown,no
38,blue-collar,married,primary,no,18100,yes,no,unknown,8,may,2.2,5,-1,0,unknown,no
31,self-employed,married,secondary,no,1650,no,no,cellular,6,aug,3.3,4,-1,0,unknown,no
58,retired,married,secondary,no,14750,yes,yes,unknown,26,may,2.8,2,-1,0,unknown,no
52,entrepreneur,married,primary,no,-5200,no,yes,cellular,10,jul,2.6,1,-1,0,unknown,no
48,management,divorced,tertiary,no,57200,yes,no,cellular,17,nov,1.8,1,-1,0,unknown,no
24,services,married,secondary,no,2250,yes,yes,unknown,23,may,8.3,1,-1,0,unknown,no
46,management,divorced,tertiary,no,37150,no,no,unknown,5,jun,1.1,2,-1,0,unknown,no
52,technician,married,secondary,no,13600,no,yes,cellular,17,jul,1.4,1,-1,0,unknown,no
70,management,married,secondary,no,200,no,no,cellular,25,feb,9.0,5,125,4,failure,no
32,technician,single,secondary,no,-28450,yes,no,cellular,6,may,2.3,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,-4250,yes,no,cellular,13,may,1.4,1,343,1,other,no
30,management,married,tertiary,no,5250,no,no,cellular,8,aug,2.4,2,-1,0,unknown,no
25,admin.,single,tertiary,no,2000,no,no,unknown,12,may,1.6,1,-1,0,unknown,no
23,services,single,secondary,no,12500,yes,no,cellular,18,may,4.2,1,-1,0,unknown,no
47,technician,married,secondary,no,60950,no,no,cellular,18,aug,12.1,4,-1,0,unknown,yes
42,technician,married,tertiary,no,12500,no,yes,cellular,12,aug,4.1,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,39850,yes,no,cellular,17,apr,4.6,2,-1,0,unknown,no
45,unemployed,divorced,secondary,no,36400,yes,yes,cellular,18,nov,2.3,1,-1,0,unknown,no
35,technician,divorced,secondary,yes,18100,no,no,cellular,29,jan,6.0,2,240,8,other,no
32,self-employed,married,tertiary,no,16100,yes,no,cellular,4,feb,3.7,2,272,1,failure,no
46,blue-collar,married,primary,no,2850,yes,no,cellular,16,apr,13.8,1,-1,0,unknown,no
28,admin.,single,secondary,no,29800,yes,no,unknown,6,jun,3.0,6,-1,0,unknown,no
50,management,single,unknown,no,233300,no,no,cellular,19,nov,0.7,3,166,3,other,no
28,technician,married,tertiary,no,8050,yes,no,cellular,20,apr,5.0,2,-1,0,unknown,no
35,services,divorced,secondary,no,10200,yes,no,cellular,17,nov,5.4,1,186,9,other,no
29,blue-collar,married,primary,no,0,yes,no,telephone,7,jul,4.8,15,-1,0,unknown,no
37,blue-collar,married,primary,no,11150,yes,no,cellular,7,may,10.0,1,297,3,failure,no
42,management,divorced,secondary,no,14200,no,no,cellular,25,jul,20.1,4,-1,0,unknown,no
34,admin.,single,secondary,no,158000,no,no,cellular,15,may,0.9,8,331,13,failure,no
33,admin.,single,secondary,no,21700,yes,no,unknown,20,may,6.4,1,-1,0,unknown,no
42,management,single,tertiary,no,57300,yes,no,unknown,15,may,2.1,2,-1,0,unknown,no
50,management,single,unknown,no,63850,no,no,cellular,4,may,1.6,1,-1,0,unknown,no
27,technician,single,tertiary,no,593100,no,no,cellular,25,nov,5.3,2,97,7,success,yes
50,blue-collar,married,primary,no,20950,yes,no,unknown,13,may,2.4,4,-1,0,unknown,no
59,services,divorced,secondary,no,0,yes,yes,unknown,6,may,2.1,1,-1,0,unknown,no
53,admin.,married,secondary,no,11250,yes,no,cellular,20,apr,5.6,1,340,1,failure,no
39,management,divorced,tertiary,no,5750,no,no,cellular,29,aug,6.3,2,-1,0,unknown,no
26,technician,single,secondary,no,100,yes,yes,unknown,15,may,8.2,1,-1,0,unknown,no
29,self-employed,married,tertiary,no,12300,no,no,cellular,23,apr,2.0,14,-1,0,unknown,no
28,unemployed,single,primary,no,68700,no,no,cellular,23,apr,3.9,4,-1,0,unknown,yes
34,technician,divorced,secondary,no,65050,yes,no,cellular,25,jul,2.6,2,-1,0,unknown,no
40,technician,married,secondary,no,25200,yes,no,cellular,2,feb,2.1,1,266,1,failure,no
32,management,single,tertiary,no,214550,no,no,cellular,7,aug,22.5,9,-1,0,unknown,yes
50,self-employed,married,secondary,no,106850,no,no,cellular,3,jul,1.6,1,-1,0,unknown,no
48,services,single,secondary,no,6650,yes,yes,cellular,16,jul,2.9,1,-1,0,unknown,no
45,management,married,secondary,no,33600,yes,no,telephone,28,jan,4.3,3,187,1,other,no
36,blue-collar,married,secondary,no,16500,yes,no,cellular,13,may,13.5,2,-1,0,unknown,no
43,admin.,divorced,secondary,no,36900,yes,no,unknown,14,may,1.7,4,-1,0,unknown,no
50,management,married,tertiary,no,5450,yes,no,cellular,13,aug,3.6,2,-1,0,unknown,no
28,admin.,married,secondary,no,8600,yes,no,cellular,19,oct,2.6,2,-1,0,unknown,no
31,blue-collar,single,primary,no,15100,yes,no,cellular,23,jul,1.2,8,-1,0,unknown,no
56,retired,divorced,secondary,no,-8300,no,yes,cellular,4,aug,6.7,2,-1,0,unknown,no
37,services,married,secondary,yes,-47700,yes,no,unknown,21,may,2.4,3,-1,0,unknown,no
46,services,married,secondary,no,26150,no,no,unknown,15,may,8.9,3,-1,0,unknown,no
33,management,single,tertiary,no,92950,yes,no,cellular,30,jan,20.0,4,-1,0,unknown,no
34,management,single,tertiary,no,151750,no,no,cellular,20,nov,19.9,1,-1,0,unknown,no
50,management,married,tertiary,no,19900,no,no,telephone,30,jul,26.6,5,-1,0,unknown,no
52,entrepreneur,married,secondary,no,0,no,yes,cellular,20,nov,3.8,2,-1,0,unknown,no
57,retired,divorced,tertiary,no,193750,no,no,cellular,19,nov,2.7,2,-1,0,unknown,no
29,management,married,tertiary,no,23250,yes,no,cellular,16,jul,3.7,1,-1,0,unknown,no
37,management,married,tertiary,no,10150,no,no,cellular,21,oct,13.2,1,90,5,success,yes
29,technician,single,tertiary,no,30750,yes,no,cellular,18,may,6.7,1,-1,0,unknown,yes
30,blue-collar,single,secondary,no,800,yes,no,unknown,19,may,2.6,5,-1,0,unknown,no
42,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,1.7,1,-1,0,unknown,no
35,technician,married,secondary,yes,-66100,yes,no,cellular,30,jul,2.3,11,-1,0,unknown,no
55,blue-collar,married,secondary,no,0,no,no,unknown,12,jun,10.7,2,-1,0,unknown,yes
39,admin.,married,secondary,no,7250,yes,yes,cellular,13,may,6.1,3,330,6,other,no
34,management,single,tertiary,no,120600,yes,no,unknown,21,may,3.1,2,-1,0,unknown,no
34,technician,single,secondary,no,46000,yes,no,cellular,29,oct,4.7,1,342,5,failure,no
59,admin.,married,secondary,no,0,yes,no,cellular,10,jul,16.9,1,-1,0,unknown,yes
49,blue-collar,divorced,secondary,yes,12950,no,no,unknown,16,may,5.2,2,-1,0,unknown,no
31,services,single,secondary,no,400,no,no,cellular,7,jul,6.2,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,10700,yes,no,unknown,8,may,3.7,1,-1,0,unknown,no
55,services,married,secondary,no,37600,no,no,unknown,17,jun,3.9,2,-1,0,unknown,no
51,management,married,tertiary,no,20450,yes,no,cellular,28,jan,3.9,1,-1,0,unknown,no
35,entrepreneur,single,tertiary,yes,39650,no,yes,cellular,8,jul,3.2,1,-1,0,unknown,no
57,admin.,married,primary,no,55950,no,no,cellular,30,apr,3.4,2,-1,0,unknown,no
40,self-employed,married,tertiary,no,12600,yes,no,cellular,15,may,2.2,6,-1,0,unknown,no
32,technician,single,tertiary,no,20900,no,yes,cellular,14,jul,2.8,3,-1,0,unknown,no
56,unemployed,single,primary,no,55500,no,no,cellular,4,feb,16.3,2,-1,0,unknown,yes
31,blue-collar,married,primary,no,104250,yes,yes,unknown,19,may,8.6,3,-1,0,unknown,no
25,blue-collar,single,secondary,no,16000,yes,no,cellular,18,may,9.7,3,-1,0,unknown,no
44,housemaid,married,primary,no,0,no,no,cellular,20,aug,3.4,5,-1,0,unknown,no
55,housemaid,divorced,tertiary,no,62050,no,no,cellular,21,nov,1.3,7,154,5,failure,no
27,admin.,single,secondary,no,181450,no,no,cellular,16,jun,1.6,1,-1,0,unknown,no
60,housemaid,married,primary,no,8050,no,no,unknown,6,jun,3.6,1,-1,0,unknown,no
55,blue-collar,married,secondary,no,2600,yes,no,unknown,6,may,3.5,1,-1,0,unknown,no
48,management,married,secondary,no,220750,yes,no,cellular,8,apr,17.7,3,141,7,failure,yes
44,blue-collar,single,unknown,no,216500,no,no,unknown,18,jun,0.8,9,-1,0,unknown,no
39,services,married,secondary,no,35100,yes,no,cellular,8,apr,5.6,1,300,1,failure,no
32,services,single,secondary,no,22050,no,yes,cellular,25,jul,2.8,2,-1,0,unknown,no
36,management,divorced,tertiary,no,32450,no,no,cellular,16,jul,4.5,2,91,1,failure,no
46,blue-collar,married,secondary,no,32000,yes,no,cellular,12,mar,4.1,1,182,4,success,yes
34,services,single,tertiary,no,2450,yes,no,cellular,4,feb,4.7,1,-1,0,unknown,no
45,technician,married,secondary,no,106400,no,yes,cellular,20,nov,1.3,3,-1,0,unknown,no
54,services,married,secondary,no,43450,no,no,cellular,14,aug,3.0,2,-1,0,unknown,no
29,admin.,divorced,secondary,no,44150,no,yes,cellular,8,may,1.9,1,-1,0,unknown,no
27,entrepreneur,married,secondary,no,2350,yes,no,unknown,18,jun,2.4,4,-1,0,unknown,no
50,management,divorced,secondary,no,22900,no,no,cellular,3,feb,3.6,3,-1,0,unknown,no
25,blue-collar,single,secondary,no,15150,no,no,cellular,18,jun,4.7,1,92,1,success,yes
34,housemaid,married,tertiary,no,560950,no,no,cellular,25,may,2.4,1,-1,0,unknown,no
32,technician,single,secondary,no,99750,yes,no,cellular,20,apr,2.5,1,-1,0,unknown,yes
37,blue-collar,married,secondary,no,790050,yes,no,unknown,14,may,8.1,9,-1,0,unknown,no
58,blue-collar,married,primary,no,42650,no,no,cellular,7,jul,5.8,3,-1,0,unknown,no
37,technician,married,secondary,no,-15900,no,no,cellular,20,aug,0.9,20,-1,0,unknown,no
33,technician,married,tertiary,no,134500,yes,no,cellular,21,jul,1.7,5,-1,0,unknown,no
43,admin.,married,secondary,no,68750,yes,no,cellular,18,nov,2.1,1,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,1900,no,no,cellular,20,nov,3.6,2,-1,0,unknown,no
33,admin.,married,secondary,no,175950,no,no,cellular,2,feb,3.2,1,-1,0,unknown,no
49,blue-collar,married,primary,no,124050,no,yes,cellular,29,jul,1.4,5,-1,0,unknown,no
35,admin.,married,secondary,no,27850,yes,no,cellular,17,jun,1.4,4,-1,0,unknown,no
37,unknown,married,primary,no,40400,no,no,unknown,5,jun,4.3,2,-1,0,unknown,no
33,technician,married,secondary,no,3950,yes,no,cellular,18,aug,3.3,6,-1,0,unknown,no
45,management,married,secondary,no,221250,no,no,unknown,17,nov,3.0,1,110,2,failure,no
56,management,married,tertiary,no,0,yes,no,telephone,5,may,4.8,2,-1,0,unknown,no
27,technician,married,secondary,no,29700,yes,no,unknown,27,jun,7.7,4,-1,0,unknown,no
35,management,married,tertiary,no,30550,no,no,cellular,1,oct,5.6,2,121,1,success,yes
59,management,married,secondary,no,54150,no,no,cellular,20,nov,2.6,2,-1,0,unknown,no
26,services,single,secondary,yes,-29950,yes,yes,unknown,30,may,1.5,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,130600,yes,no,unknown,28,may,6.6,4,-1,0,unknown,no
43,services,married,primary,no,1450,no,no,telephone,7,jul,4.8,8,-1,0,unknown,no
59,admin.,divorced,secondary,no,-2050,yes,yes,unknown,20,may,3.4,1,-1,0,unknown,no
39,management,single,unknown,no,144350,yes,no,unknown,7,may,1.2,2,-1,0,unknown,no
33,management,divorced,tertiary,no,277500,yes,no,cellular,13,may,2.6,2,278,4,failure,no
55,unknown,married,secondary,no,89250,no,no,cellular,11,aug,6.2,3,-1,0,unknown,no
38,technician,married,tertiary,no,161700,no,no,cellular,18,nov,10.1,2,-1,0,unknown,yes
29,student,single,tertiary,no,32600,yes,no,cellular,22,jul,5.3,1,-1,0,unknown,no
49,services,married,secondary,no,14000,yes,no,telephone,14,jul,3.2,3,-1,0,unknown,no
51,management,married,tertiary,no,-13250,yes,no,unknown,20,jun,7.8,4,-1,0,unknown,no
32,housemaid,married,primary,no,17200,yes,no,unknown,9,may,1.9,2,-1,0,unknown,no
72,retired,married,primary,no,192800,no,no,cellular,10,dec,10.2,4,115,1,other,yes
51,technician,married,secondary,no,950,no,yes,cellular,8,aug,3.2,4,-1,0,unknown,no
37,services,married,secondary,no,19050,yes,no,cellular,15,apr,6.0,2,-1,0,unknown,no
33,admin.,married,tertiary,no,0,yes,yes,cellular,4,feb,2.4,5,98,2,other,no
35,technician,divorced,secondary,no,54250,no,no,cellular,27,aug,2.7,10,-1,0,unknown,no
38,services,married,secondary,no,264650,yes,no,cellular,11,may,8.4,1,171,6,failure,yes
34,technician,single,secondary,no,20150,no,no,cellular,5,feb,5.8,2,-1,0,unknown,no
32,technician,single,secondary,no,65350,yes,no,unknown,28,may,5.0,2,-1,0,unknown,no
33,technician,single,secondary,no,3850,yes,yes,unknown,2,jun,6.4,1,-1,0,unknown,no
34,student,married,tertiary,no,151850,yes,no,telephone,21,nov,1.6,1,-1,0,unknown,no
26,management,single,tertiary,no,58850,no,no,cellular,19,oct,2.4,1,-1,0,unknown,no
35,management,married,tertiary,no,13600,yes,yes,cellular,11,jul,3.2,2,-1,0,unknown,no
27,entrepreneur,single,secondary,no,100,yes,no,cellular,17,jul,0.9,1,-1,0,unknown,no
33,admin.,single,tertiary,no,11750,yes,no,cellular,18,may,9.3,1,-1,0,unknown,yes
36,technician,married,tertiary,no,3550,no,no,cellular,19,aug,10.3,2,-1,0,unknown,no
52,management,married,tertiary,no,85050,yes,yes,cellular,17,nov,6.9,1,117,2,other,no
29,admin.,married,secondary,no,9350,yes,yes,cellular,24,jul,6.9,2,-1,0,unknown,no
58,retired,married,secondary,no,141800,no,no,unknown,6,jun,4.6,2,-1,0,unknown,no
52,blue-collar,married,primary,no,-10550,yes,yes,unknown,28,may,3.1,2,-1,0,unknown,no
74,retired,married,primary,no,214300,no,no,cellular,30,sep,3.8,1,-1,0,unknown,no
35,management,married,tertiary,no,9100,no,no,cellular,9,feb,1.0,7,-1,0,unknown,no
32,admin.,married,secondary,no,0,yes,no,cellular,24,jul,3.0,2,-1,0,unknown,no
39,management,married,tertiary,no,-51300,yes,no,unknown,26,may,3.8,2,-1,0,unknown,no
34,technician,married,tertiary,no,423150,no,no,cellular,13,aug,1.8,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,7250,no,no,cellular,29,jan,5.7,2,-1,0,unknown,no
29,management,married,tertiary,no,11950,yes,no,unknown,30,may,2.9,4,-1,0,unknown,no
31,technician,married,secondary,no,-15250,no,yes,cellular,20,aug,1.9,3,-1,0,unknown,no
36,admin.,single,secondary,no,5750,no,no,cellular,4,may,2.7,3,91,1,failure,no
30,admin.,single,secondary,no,11150,yes,no,unknown,6,jun,14.9,11,-1,0,unknown,yes
56,admin.,married,secondary,no,84700,no,no,cellular,21,aug,13.7,10,-1,0,unknown,yes
37,self-employed,married,tertiary,no,110550,yes,no,cellular,25,may,2.9,1,-1,0,unknown,no
43,blue-collar,divorced,primary,no,-3800,yes,no,cellular,14,jul,2.6,3,-1,0,unknown,no
41,management,married,tertiary,no,0,no,no,cellular,3,feb,14.8,1,-1,0,unknown,no
34,technician,single,secondary,no,6200,no,no,telephone,14,aug,1.0,2,-1,0,unknown,no
54,management,married,tertiary,no,19850,yes,no,cellular,11,may,2.2,1,-1,0,unknown,no
36,technician,married,secondary,no,9750,yes,no,unknown,8,may,6.8,2,-1,0,unknown,no
32,technician,single,secondary,no,-1100,yes,no,cellular,20,aug,4.1,2,-1,0,unknown,no
23,technician,single,secondary,no,232950,yes,no,cellular,7,may,3.1,1,318,4,failure,no
26,services,married,secondary,no,27450,no,no,unknown,3,jul,3.0,1,-1,0,unknown,no
54,management,married,tertiary,yes,7650,no,no,unknown,9,jun,2.2,3,-1,0,unknown,no
52,admin.,married,secondary,no,87300,no,no,cellular,30,jul,2.9,9,-1,0,unknown,no
50,blue-collar,divorced,secondary,no,120100,yes,no,unknown,19,may,4.2,1,-1,0,unknown,no
34,admin.,married,tertiary,no,3450,no,yes,cellular,25,nov,5.4,1,205,2,failure,yes
31,admin.,divorced,secondary,no,4650,yes,no,cellular,18,nov,7.5,1,-1,0,unknown,no
27,management,married,tertiary,no,136450,yes,no,cellular,24,jul,4.1,2,-1,0,unknown,no
43,self-employed,single,primary,no,66850,yes,yes,cellular,20,nov,11.0,2,-1,0,unknown,no
58,retired,married,tertiary,no,254350,no,no,cellular,20,nov,1.6,2,154,1,failure,no
58,blue-collar,divorced,primary,no,41750,no,no,telephone,3,feb,5.4,1,-1,0,unknown,no
39,self-employed,married,tertiary,no,74600,yes,no,cellular,30,jan,4.3,1,189,1,failure,no
35,technician,married,tertiary,no,35150,no,no,cellular,20,apr,3.3,1,-1,0,unknown,no
33,admin.,single,secondary,no,4550,yes,no,cellular,17,apr,7.2,2,-1,0,unknown,no
44,management,divorced,tertiary,no,68950,yes,no,unknown,30,may,2.5,1,-1,0,unknown,no
52,technician,divorced,secondary,no,-27900,no,no,cellular,14,aug,3.0,5,-1,0,unknown,no
55,admin.,married,secondary,no,21000,yes,no,unknown,30,may,1.2,3,-1,0,unknown,no
46,technician,divorced,secondary,no,-10250,yes,no,unknown,2,jun,2.6,1,-1,0,unknown,no
38,technician,single,tertiary,no,80950,no,no,unknown,9,jun,5.9,1,-1,0,unknown,no
31,services,married,secondary,no,-16550,yes,no,unknown,23,may,3.9,5,-1,0,unknown,no
53,self-employed,single,secondary,no,9300,no,no,cellular,21,nov,2.0,2,-1,0,unknown,no
41,blue-collar,married,primary,no,31000,no,no,cellular,28,jan,5.7,1,-1,0,unknown,no
